start_time,packet_count,avg_packet_size,std_packet_size,max_packet_size,direction_ratio,avg_iat,std_iat,label
0.0,238,476.66386554621846,571.781113548843,4162,0.7122302107033798,0.03823457689727912,0.09678662433813644,0
10.54949951171875,36,363.1666666666667,297.356880340298,1116,0.8947367950138528,0.25051107406616213,0.7060055593297223,1
21.032575368881226,32,350.75,271.7559388910952,602,0.8823528892733594,0.2817801967743904,0.5275708290456667,0
30.06625771522522,185,577.8054054054054,656.1083263000005,2746,0.9072164854926136,0.05338365487430407,0.16707033913229233,0
40.05679106712341,485,745.2989690721649,772.8730018326071,2736,0.7509025243649728,0.019748226670194262,0.05041864677121927,0
50.01049947738648,594,805.4680134680135,889.7127867961814,6741,0.7573964474633241,0.016830738238098237,0.035340607730323,0
60.25588822364807,668,739.8443113772455,802.7882499298692,2736,0.7441253244278713,0.014603647692450162,0.031031975687645624,0
70.01626443862915,420,798.9714285714285,868.1788109998286,2746,0.8260869529300567,0.022595109689207235,0.06094416343892689,0
80.28590154647827,286,715.1118881118881,696.5171662462604,3612,0.6923076882111971,0.032749025445235405,0.13454926189913147,0
92.23080730438232,14,370.7142857142857,342.65533896129693,1116,0.9999998571428775,0.5683305446918194,0.9970013328055762,0
100.78080439567566,20,334.0,274.9621983588213,602,0.99999990000001,0.4503214610250365,0.7800358461568011,0
110.45574164390564,85,673.2,775.6163263587775,3966,0.7708333172743059,0.11206595954440905,0.40482006313055086,0
120.44129252433775,54,377.2962962962963,433.1693045462918,2736,0.9999999629629643,0.17756225477974397,0.5041868179216602,0
130.02695035934448,339,707.6637168141593,784.8298343128685,3686,0.8729281719727725,0.029499513863106452,0.066306586822966,0
140.00351119041443,541,693.9371534195933,764.1861149387729,2736,0.7854785452624471,0.018430635664198135,0.04589861878657534,0
150.2556791305542,619,809.9095315024233,881.762724960104,2736,0.7994186023272715,0.015740390348588765,0.0340362458568138,0
160.00964093208313,672,790.5535714285714,815.4155387602124,5406,0.7230769212228797,0.014885569116220033,0.03957526089647089,0
170.00914025306702,460,800.3434782608696,833.8907700689438,2736,0.7692307662721893,0.021752139841549216,0.0511046580622353,0
180.03602123260498,2190,934.9442922374429,879.31207153253,9411,0.671755724678049,0.004516765590997089,0.013850920931556087,0
190.0620241165161,489,726.8548057259713,818.2526823885632,3686,0.7977941147139922,0.019106982184238123,0.07881062776661434,0
201.45226645469663,29,361.7241379310345,271.280415878863,602,0.8124999492187531,0.25498728241239377,0.5403603106003235,0
211.58561086654663,78,394.15384615384613,390.2809869199994,2658,0.8139534694429427,0.10810783002283667,0.28049913610981647,0
220.13665413856504,128,503.703125,496.9216633612551,1514,0.8823529282006922,0.07738044318251745,0.31517475911585124,0
230.06506633758545,134,566.7164179104477,638.1178929416845,2736,0.8873239311644517,0.07006074432143612,0.24336642254851934,0
